Page,Risk Category,Severity,Sentiment,Text,Likelihood
62,Operational Risk,1.5,0.06,Arrangement of required raw material and ensuring off-take for full production from 3 (three) Blast Furnace,2.0
62,Market Risk,1.1,0.0,The effectiveness of Tariff and Non-tariff measures being taken against the raising imports is of critical,2.9
62,Market Risk,0.4,0.0,importance under present circumstances of global excess capacities.,2.9
62,General Risk,0.0,0.3,Details in respect of the above items have already been covered in the Directors’ Report which may kindly,10.0
62,General Risk,0.0,0.0,8.0 DISCUSSION ON FINANCIAL PERFORMANCE WITH RESPECT TO OPERATIONAL PERFORMANCE:,10.0
62,General Risk,0.0,0.0,"During the FY 2024-25 the Company has achieved a turnover of `````18,288 Crs, registering a decline of 21%",10.0
62,General Risk,0.93,-0.233,"over the previous year. During FY 2024-25, the company posted negative EBITDA of `````1,508 Crs registering",10.0
63,Market Risk,0.4,0.0,"Sales Turnover (Including Trial Run) 18,287.57 23,167.76 (21)",2.9
64,General Risk,0.0,0.0,Analysis of Expenditure for the F.Y. 2024-25 (including trial run),10.0
64,General Risk,0.0,0.0,The Company contributed `````2801.11 Crs & `````439.99 Crs (total `````3241.11 Crs) to the Central & State,10.0
64,Regulatory Risk,0.8,0.0,"Exchequer, respectively in the form of taxes, duties etc., to various government agencies.",5.3
65,Financial Risk,0.9,-0.025,8.3.5 Borrowings-Secured & Unsecured Loans (Long & Short Term Borrowings included in,1.4
66,General Risk,0.0,0.0,"Total Current Liabilities & Provisions 23,661.78 26,114.92 (9)",10.0
66,General Risk,0.3,0.062,Sustainable development continues to be a focus area for RINL and some of the major initiatives include:,10.0
66,General Risk,0.13,-0.033, Evacuation of pond ash for filling of low lying areas done and provided dry Flyash to cement,10.0
66,Operational Risk,0.4,0.2, Metallurgical wastes generated in the plant utilized effectively by producing Micro Pellets and BoF,2.0
66,General Risk,0.3,0.0,"10.0 MATERIAL DEVELOPMENTS IN HUMAN RESOURCES, INDUSTRIAL RELATIONS FRONT INCLUDING",10.0
66,General Risk,0.0,0.0,Details in respect of the above items have already been covered in the Directors’ Report.,10.0
67,Regulatory Risk,0.4,0.0,"11.0 ENVIRONMENTAL PROTECTION AND CONSERVATION, TECHNOLOGICAL CONSERVATION,",5.3
67,General Risk,0.5,-0.125,"RESEARCH AND DEVELOPMENT, RENEWABLE ENERGY DEVELOPMENTS, FOREIGN EXCHANGE",10.0
67,General Risk,0.0,0.0,Details in respect of the above items have already been covered in the Directors’ Report.,10.0
67,General Risk,0.0,0.0,Details in respect of the above item has already been covered in the Directors’ Report.,10.0
67,Technology Risk,0.4,0.0,Statements/data which do not relate to the Company and are used / made in this report are from sources,2.4
67,General Risk,0.0,0.1,which are considered reliable and Company cannot be held responsible for its authenticity. Further Statement,10.0
67,General Risk,0.0,0.0,"in the Management Discussion and Analysis, describing the Company’s objectives, projections and estimates",10.0
67,Regulatory Risk,0.8,0.0,are forward looking statements and progressive within the meaning of applicable Laws and Regulations.,5.3
67,Regulatory Risk,0.4,0.1,"Actual results may vary from those expressed or implied, depending upon economic conditions, Government",5.3
68,General Risk,0.0,0.06,"At Rashtriya Ispat Nigam Limited (RINL), Corporate Governance is not merely a regulatory obligation but a",10.0
68,General Risk,0.0,0.0,"continuous commitment to uphold transparency, integrity and accountability across all levels of operation.",10.0
68,General Risk,0.0,0.144,The Company firmly believes that a strong reputation for ethical conduct and principled behavior is a valuable,10.0
68,Market Risk,0.4,0.0,"corporate asset. This belief assures all stakeholders including employees, customers, vendors, regulatory",2.9
68,General Risk,0.0,0.0,"authorities, community members and shareholders that RINL operates with fairness and honesty, fostering",10.0
68,General Risk,0.3,0.4,The Company is steadfast in aligning itself with the highest standards of governance prevalent in the country,10.0
68,Technology Risk,0.4,0.0,"by instituting robust internal control systems, policies and procedures. Each Board member recognizes a",2.4
68,Financial Risk,0.4,0.5,fundamental responsibility to act in the Company’s best interest. RINL affirms adherence to the Corporate,1.4
68,Regulatory Risk,0.4,0.0,"Governance Guidelines issued by the Department of Public Enterprises (DPE), Government of India.",5.3
68,General Risk,0.0,0.0,The business of the Company shall be managed by the Board of Directors. The Board of Directors functions,10.0
68,Operational Risk,0.4,0.0,"in accordance with the powers delegated under the Companies Act, 2013, Corporate Governance Guidelines",2.0
68,Regulatory Risk,0.65,-0.062,issued by Department of Public Enterprises (DPE) and other guidelines issued by the Government of India,5.3
68,Regulatory Risk,0.68,-0.071,Rashtriya Ispat Nigam Limited (RINL) is a Government Company within the meaning of Section 2(45) of the,5.3
68,General Risk,0.0,0.0,"Companies Act, 2013. The President shall from time to time determine the number of Directors of the Company",10.0
68,General Risk,0.0,0.0,"As of 31st March 2025, the Board of Directors comprised a total of seven (7) members, including:",10.0
68,General Risk,0.0,0.0," One Chairman-cum-Managing Director (CMD) (holding additional charge),",10.0
